Fly_Genesymbol	gut_control_1	gut_control_2	gut_control_3	gut_CG6295 RNAi-1_1	gut_CG6295 RNAi-1_2	gut_CG6295 RNAi-1_3		Rat_Genesymbol	IEC-6 cells_control_1	IEC-6 cells_control_2	IEC-6 cells_control_3	IEC-6 cells_ Liph_sh1_1	IEC-6 cells_ Liph_sh1_2	IEC-6 cells_ Liph_sh1_3	IEC-6 cells_ Liph_sh2_1	IEC-6 cells_ Liph_sh2_2	IEC-6 cells_ Liph_sh2_3
CG4670	55.63262666	51.84609295	59.18780822	65.78088241	90.86043063	73.79856396		Fap	0	0	0	0.01211918	0	0	0	0	0
CG4676	0.211682396	0.026858289	0.054562261	0.631759802	0	0.29971515		Far1	24.78892558	37.03661949	33.00956869	18.81218827	29.3429415	16.80909142	30.76991615	21.81697459	37.61230815
CG4678	0.118417248	0.170907047	0.186951381	0.238955211	0.123404543	0.20005322		Far2	0	0.018427836	0.012710305	0.209970807	0.115446971	0.223526721	0.006000728	0.024067079	0.012298062
CG4679	16.27908076	15.88517891	13.63798757	19.04073874	18.61383288	17.95004622		Farp1	19.04013663	20.22138828	19.56357246	16.42700125	18.38277416	13.60331621	24.88714026	24.54990721	26.69943605
CG4681	0.020685445	0.036744005	0.018661241	0	0	0		Farp2	2.054942253	3.191734135	2.610099594	4.559086409	3.056745321	2.279639179	3.142904923	2.895458039	3.743524564
CG4686	11.84226985	8.952822936	10.02886323	11.39311158	13.22616728	13.09817908		Fars2	2.446464715	2.274192073	2.231561033	2.205970531	1.716758272	2.169491605	1.85369939	2.210198121	1.828369171
CG4702	0	0	0	0	0	0.019123205		Farsa	32.59258209	30.2563854	32.71779725	31.38014383	31.78330131	29.12604053	20.00689768	21.9774455	19.14209321
CG4704	0.014376096	0	0	0	0	0		Farsb	40.12557482	40.93362065	50.35429896	37.32952317	47.05649531	42.54466012	34.521695	33.24371938	30.60139212
CG4706	0.012067853	0.010718195	0	0	0.011178761	0.010873249		Fas	7.054360912	7.495747763	8.020536252	14.59958645	5.684956689	9.234288959	9.218641717	9.472728733	9.44647234
CG4707	1.556570498	1.150031791	0.869889432	2.733878718	2.092656076	2.432628173		Faslg	0.037811293	0.008938214	0.021577465	0.013141157	0.023057279	0.018069852	0.011642342	0.014591831	0.01491259
CG4709	2.690318106	2.633255228	1.659311889	2.841493476	3.280431158	3.660737461		Fasn	81.35692722	96.21904802	82.28477292	52.02313644	61.1472218	73.7852979	66.19544325	60.99753619	80.12752425
CG4714	0	0	0.011862368	0	0	0		Fastk	42.12792508	38.82895989	37.86509868	40.32777578	36.57109684	40.27853467	37.95726573	39.88969614	34.66254142
CG4716	18.50765205	12.21639906	32.12625944	8.274584202	10.84014839	15.6049576		Fastkd1	3.530215668	3.656598882	4.313331148	8.629109645	5.795885847	7.084313635	2.320536491	2.096100934	2.02432321
CG4721	1.161404052	0.807811892	1.022506145	0.279040439	0.453666748	0.693421404		Fastkd2	4.86148792	4.438681849	6.010303888	6.40571577	6.352562811	4.635910534	3.882971064	3.852042461	3.609538105
CG4723	0.17718285	0.133156588	0.184435813	0.038827747	0.037875925	0.122802622		Fastkd3	4.580824451	5.407290422	5.497599572	6.302853489	6.277996839	5.399603045	3.893250421	3.766205315	3.755344932
CG4725	0.191233148	0.097054744	0.135551238	0.051884512	0.151837849	0.123073471		Fastkd5	3.788086126	4.221799536	4.239140729	6.968154047	6.082402995	4.644814873	4.011408185	3.491071015	2.962796583
CG4729	110.8640922	127.6175238	125.3798496	96.78968731	84.08284927	85.01538081		Fat1	26.7004841	42.98217189	50.37549191	103.6302719	54.83913053	54.95471184	51.62023967	41.88173156	65.37187112
CG4730	1.35080191	0.508976115	0.793947617	1.865784883	1.402952959	1.419932713		Fat2	0.00903546	0.008543572	0.002946396	0.010990828	0.009445393	0.002878671	0.00834623	0.006973785	0.014254167
CG4733	1.3441473	2.094814561	1.48716794	1.998902878	1.589678999	1.150154006		Fat3	0.003004009	0.004260708	0.002938755	0.004698139	0.021982093	0.004306809	0.006937154	0	0.00284344
CG4734	823.6985377	434.6302537	468.291268	659.6795211	934.7681891	837.5377644		Fat4	0.001836944	0.005210823	0.001797041	0.007661066	0.007681139	0.01404588	0.010180925	0.008506784	0.019126318
CG4741	22.56076172	22.80251265	18.3210458	14.45062667	9.244921167	14.56911139		Fau	531.4918835	408.153891	425.6781757	515.6858619	450.1277809	532.2740853	411.4110103	486.8577435	359.3209242
CG4743	6.181774358	6.76133844	6.015766656	6.821434693	7.847200837	8.406327528		Faxc	0.960511867	0.747085696	1.257914862	1.469893203	1.619499391	1.377073311	1.001726511	1.205285255	0.967827112
CG4744	0.006615277	0	0	0	0	0		Faxdc2	0.00749731	0.014178317	0.022003352	0.04690186	0.039187289	0.021497591	0.034627055	0.020831773	0
CG4747	31.47729703	32.27878626	28.51233239	39.8888581	37.66346688	44.41977468		Fbf1	13.36251333	13.33251164	12.19603969	13.80179288	12.59873491	14.55314987	8.528923135	9.070194189	8.658669308
CG4751	4.236199421	3.779323737	3.27816055	4.733311503	4.546786417	4.868204777		Fbh1	35.76214641	37.28035553	31.67608736	40.55969177	32.59011256	34.26853054	32.26709843	31.69711616	32.70397831
CG4752	22.28474781	24.9281495	16.34895675	14.25009745	18.84789448	21.44761477		Fbl	171.953321	139.9985828	176.375774	127.0921272	166.718974	137.5892243	85.05992178	99.52941507	75.64830535
CG4753	325.9620606	364.2443286	345.6635884	252.3675092	181.8165989	229.6499555		Fblim1	0.40899215	0.464072056	0.189141897	0.232598485	0.279849495	1.677364136	0.164855563	0.192845641	0.183007308
CG4757	1.106986789	0.013109098	0.01331548	0.08409594	0.150396427	0.159584876		Fbll1	0	0	0	0	0	0	0	0.016966998	0
CG4766	0.011584778	0	0	0.011000953	0	0		Fbln1	30.49886256	30.26633526	21.69336384	12.43980754	17.37366467	22.64691039	19.00258848	19.38144733	18.71344821
CG4768	7.131742525	6.259174552	6.357715438	9.000389606	7.302128681	8.41813482		Fbln2	30.13884472	31.29763628	18.71471096	10.26164755	44.74315915	1.940659586	22.58832413	23.20261706	24.75397572
CG4770	0.039573304	0	0.089252006	0.018789487	0.018328882	0.017827959		Fbln5	0.0669756	0.16887857	0.065520729	0.116385454	0.840170833	0.149367621	0.1959111	0.165418796	0.274714455
CG4781	150.6738938	130.6784618	146.8024097	164.6484009	177.4693118	171.3109989		Fbln7	0.013981752	0.013220589	0	0	0.058464379	0.053454549	0.038745649	0	0.039703214
CG4783	408.903712	423.141993	493.5792649	273.9019137	346.3852475	402.7916426		Fbn1	30.21079036	40.80136548	18.84684644	11.11465366	20.46304239	7.296408491	32.41762025	27.78129237	40.37281461
CG4788	1.328067639	1.218855649	1.49763462	2.732466856	2.214401457	2.193769218		Fbn2	0	0	0.003203489	0	0	0	0.003024832	0	0.003099588
CG4789	28.33629214	26.27664453	25.80065145	29.87378836	34.71396858	32.96554266		Fbp1	0.018929412	0	0.01851822	0	0	0	0	0.017532209	0.017917604
CG4793	0.131212332	0	0.049321818	0.404949272	1.104036843	0.38422651		Fbp2	0.872605875	0.669001148	1.292011996	0.663916584	0.887541468	1.803306147	0.348559139	0.567922754	0.11161671
CG4797	16.0270942	28.37786111	34.3826188	27.84171939	18.22418285	14.18884589		Fbrs	14.80708271	15.3823016	12.67904502	21.36033932	15.77818492	15.92293699	11.45376725	10.88905974	11.2390447
CG4806	10.42675313	9.778804601	10.6075362	17.55809483	15.09064671	15.32519774		Fbrsl1	3.727965306	3.934527829	3.484989046	3.944467608	2.889535793	3.481991458	3.38868477	3.503923068	3.994905713
CG4813	3.51933587	2.44310435	3.284427171	4.859309884	3.297522706	4.464849881		Fbxl12	4.123324728	3.506514599	3.120452932	4.380248734	3.62362524	2.949581789	3.832749885	3.514739903	3.436538812
CG4820	1.486999406	1.228014373	0.635441196	1.857974758	1.619102716	1.645368917		Fbxl13	0	0	0	0.014377654	0	0.006590035	0	0.012771861	0
CG4822	0.557155396	0.253932914	0.337293979	0.473384755	0.495734642	0.845477448		Fbxl14	9.234524601	8.761626059	9.527670199	5.969357816	8.037703971	8.057464862	8.034766169	8.428746038	8.121370919
CG4825	14.20602431	15.15410468	14.79279033	15.0256749	12.61342851	15.82268337		Fbxl15	4.698741366	4.273688017	4.706118044	3.499345704	2.268839237	3.61419864	3.4515868	4.870007393	3.663963615
CG4829	3.511343735	3.564157882	3.038440857	3.853257988	5.020030001	3.930479626		Fbxl16	0.673374951	0.907321121	0.774028468	0.456355887	0.475149715	0.43443399	1.912679306	1.683915262	2.151164078
CG4830	133.9646186	149.5441822	159.5542423	52.42751504	32.81554382	42.47331603		Fbxl17	1.396440384	1.797544508	1.294675953	2.020156812	1.465247999	2.374056095	1.728323011	1.46243504	1.808062158
CG4835	2.310903764	2.052454324	3.335627197	2.633332582	4.709428417	2.082145954		Fbxl18	0.744743354	1.043417849	0.968459341	1.42515673	0.849739023	0.737861376	0.998343116	0.790715314	1.066000166
CG4836	0.007573028	0.006726067	0.034159792	0	0	0.020470107		Fbxl19	17.06402128	16.31425545	16.78604774	26.15635216	18.6801739	23.18520264	9.256106045	10.07802304	9.813730929
CG4839	30.43827901	31.27439883	30.08941135	26.89036139	27.38525524	27.8450571		Fbxl2	0.008587595	0.04060044	0.008401052	0.044768742	0.053863248	0.008207948	0.031730113	0.031814935	0.016257147
CG4842	0.994628815	1.266192914	0.987027801	1.951974223	1.566295201	1.613105795		Fbxl20	3.395082539	3.416243766	2.222965364	4.581175477	2.44549094	3.007942648	4.786195824	4.265079557	4.866414017
CG4847	0.92918531	0.556157551	0.965819649	0.28772551	0.486498506	1.183006605		Fbxl21	0	0	0	0.006823293	0.041047025	0	0.006045062	0.012122444	0.006194461
CG4849	5.473356697	4.324021127	4.490493321	6.939445488	6.842811964	8.228176778		Fbxl22	0.195826042	0.280940482	0.151936597	0.4365133	0.190592565	0.17426063	0.068612811	0.193880287	0.13422535
CG4853	8.652295564	7.55594047	7.245401455	9.857541378	9.625481002	10.11775402		Fbxl3	9.786650355	10.59652236	10.03987093	12.32272888	10.31954888	8.728228311	13.59552238	12.15921555	12.32187342
CG4854	1.066046425	0.541040419	0.9846252	2.121055861	1.246138622	1.692340925		Fbxl4	1.376740898	1.464054403	1.488004437	2.423578618	1.512589781	1.979406979	1.704035867	1.759162595	1.723999725
CG4858	17.69957681	18.20980686	20.43730006	20.46007018	28.92625573	26.54977182		Fbxl5	12.84481454	12.58209181	12.36781042	15.43004228	12.72016446	12.71823127	13.88632031	13.58370295	14.35522146
CG4860	5.913126617	5.172833195	6.738302177	6.945028727	8.442733055	6.689772026		Fbxl6	10.79349997	10.12945564	9.24080715	11.2537079	8.409571229	14.42483548	7.43094748	8.636452427	6.900329775
CG4866	7.025548178	8.227019948	9.648373971	11.21830123	9.202317166	10.92645205		Fbxl7	0.065411826	0.097930467	0.037328039	0.051150617	0.216535129	0.057310049	0.473307035	0.3281617	0.31989652
CG4872	21.0946068	16.3774017	13.12964482	17.60207344	26.91845614	24.68227421		Fbxl8	4.414049905	2.912929732	3.088688293	3.675411172	3.508799964	3.398566746	2.619127026	3.421064843	3.278657065
CG4880	2.805165299	1.617816938	1.725451274	5.120024682	2.952836801	4.841601739		Fbxo10	4.205918921	4.749231959	4.309588762	6.188967372	4.517749693	4.394932987	5.946443652	5.473916543	6.416032603
CG4882	16.79711526	16.08563741	17.95386979	22.37064074	20.05812073	20.81403245		Fbxo11	13.67351093	16.63261249	16.038103	17.37034249	18.53450483	15.01433494	15.24703389	13.68127922	15.96810527
CG4887	13.33966498	14.1209337	12.20562884	12.84775075	14.63556411	15.00969397		Fbxo15	0.302100712	0.290848137	0.290164936	0.154627298	0.229677681	0.183746964	0.152212527	0.142444801	0.135177749
CG4896	3.874677621	4.692732396	3.615563554	4.549088691	5.075654765	5.73390153		Fbxo16	0.477751105	0.225871223	0.14380714	0.076634034	0.268921876	0.193189761	0.407361214	0.204225097	0.156535796
CG4901	7.399452388	5.675199099	5.261197058	11.0381183	9.290840312	10.55704273		Fbxo17	0.006858733	0.01297069	0	0	0.007169908	0	0.06969099	0.019057443	0.084397586
CG4907	0	0.028266072	0.009570359	0.020147686	0	0.009558327		Fbxo2	2.422379153	2.84110766	2.050753214	1.505683927	2.361838834	3.450670942	1.76426052	1.639539505	1.74172135
CG4908	4.309903091	3.747469526	4.018845575	4.161486791	4.747234035	4.796972047		Fbxo21	9.273176137	9.356777485	8.455433374	9.628509217	8.561467007	9.847207382	8.033554569	9.35721275	9.112029415
CG4911	13.43053711	11.7499249	8.974583561	13.8375423	12.97569691	13.10605136		Fbxo22	21.15622469	19.02975351	21.00695552	19.79291846	19.14846958	19.35692226	12.70110543	13.32260465	12.02424067
CG4914	0	0.082990006	0.067437243	0.035492513	0.017311225	0.033676229		Fbxo24	0.15156867	0.085990384	0.059310494	0.031606236	0.015844523	0.130381213	0.070003463	0.08422872	0.043040122
CG4927	0.363301503	0.151844792	0.192794188	0.081174733	0.098981023	0.0962759		Fbxo25	6.675779013	6.197841397	4.886967072	6.447461645	4.122311766	5.042306167	7.508924375	7.739304824	7.680172158
CG4928	125.4538527	138.5731792	159.1665178	118.7151382	88.81468617	108.3993744		Fbxo27	0.105879005	0.144610522	0.21291251	0.024531871	0.338197021	0.022488496	0.16843763	0.185231897	0.178168173
CG4935	2.601953878	1.396730228	2.553695198	1.737723932	3.681600507	3.864370607		Fbxo28	17.38737172	20.75034914	18.44351739	23.2575225	19.39356999	17.96201121	22.70061102	21.32941661	22.53946166
CG4936	6.111732324	5.006008112	5.023556968	7.867273583	7.485700312	7.954162833		Fbxo3	13.00769407	14.58966257	11.03478191	6.376309793	8.407323764	12.84087663	12.52656523	11.40024754	12.7166995
CG4942	3.41433377	2.88506558	1.711232942	2.769435146	3.777770644	3.930887492		Fbxo30	7.591545519	9.705821153	10.00678581	15.34737103	14.72625171	10.27072216	7.967205978	6.329734322	7.894220584
CG4945	0.38751674	0.521480621	0.614440998	0.501801146	0.78320001	0.45496113		Fbxo31	5.219542264	4.704709097	3.9944878	6.205188101	4.402663125	5.743555066	5.521176569	5.868924705	5.025626229
CG4949	1.229128583	0.246504757	0.262308711	2.095913946	0.710077943	1.238445839		Fbxo32	1.001029737	1.784892522	0.531611841	3.578438228	1.166039562	1.585513688	1.505892161	1.297999505	1.570181049
CG4950	1.41709319	0.442843111	0.769420362	0.274119507	0.607726702	0.614762416		Fbxo33	6.417781954	6.924395296	6.483961361	8.107237044	6.480814086	5.69370564	9.295524269	6.790023144	8.72192022
CG4951	2.464496031	1.503803107	1.459590212	5.162942363	3.241405994	4.458018695		Fbxo34	8.885853009	8.468125828	7.587599609	11.09119772	8.731658106	9.402987414	10.1369234	9.764280204	10.41748744
CG4953	5.852701286	5.308403915	4.863978719	6.534566036	8.050116365	9.188393228		Fbxo36	0.033425854	0.031606159	0.032699765	0.313659444	0.139769448	0.063896281	0.370513335	0.34054516	0.094917562
CG4955	0.016847721	0	0	0.031997331	0	0.045539863		Fbxo38	10.52962034	12.19111612	10.66255314	17.86858066	12.72572944	13.90678315	11.77536509	10.90191723	12.57253359
CG4956	0	0	0	0	0.055269172	0.026879341		Fbxo39	0	0.092673195	0.041091336	0.029196463	0	0.013382275	0.025866459	0	0.066264313
CG4957	6.905334732	7.53853839	7.462545747	7.923445925	11.09408272	10.56404923		Fbxo4	5.893382297	5.029581737	4.878384841	4.411551794	4.407313607	5.560627513	3.015045293	3.163063849	2.789185647
CG4960	0	0	0	0	0	0.057527332		Fbxo41	0.009170735	0	0	0	0.014380208	0	0.076240678	0.080691405	0.065104083
CG4968	15.60867839	11.01789121	10.59636743	19.14641103	22.42992289	20.34548013		Fbxo42	6.59571264	9.407818297	8.595959705	11.16628138	9.734742311	10.70632699	5.658878316	5.000994276	6.687589326
CG4970	0	0	0	0.013204107	0	0.012528404		Fbxo43	0.083458774	0.067641684	0.058318464	0.087017248	0.112172452	0	0.099118918	0.011042654	0.06771237
CG4972	43.7694061	48.24905678	43.00513492	45.74824549	43.9096567	46.15697147		Fbxo44	1.202292887	1.052629948	1.481110774	2.073783435	1.427522066	2.383403694	1.946945011	1.96589722	1.742166856
CG4975	0.009610835	0.085359677	0.052022119	0.036505956	0.071222099	0.051956715		Fbxo45	11.55615953	11.10749153	12.55664819	7.642014758	9.03632771	8.018803258	7.220894186	6.867058895	7.606748185
CG4984	0.115578362	0.173719074	0.184474645	0.219507386	0.354132103	0.264348246		Fbxo46	4.496040689	4.52899892	4.582562501	4.53854958	4.361495315	4.649984308	2.761763533	2.42736261	2.60903431
CG4988	0	0	0	0	0	0.022907024		Fbxo47	0.068853897	0.078126609	0.05388658	0.201011036	0.302306553	0.171105883	0.050881347	0.063771707	0
CG4991	24.96867248	23.70597064	21.37390889	34.31235515	6.106546854	18.81263445		Fbxo48	0.059284832	0.05605738	0.17399107	0.092718884	0.247898175	0.141659815	0	0	0.08417394
CG4995	0.267126367	0.146000732	0.203911517	0.097563196	0.171308761	0.277711571		Fbxo5	22.45723115	19.92056455	24.31775347	12.38248462	23.47610012	20.75498283	8.986227461	9.62458514	9.372748352
CG4998	0	0.006560803	0	0.03507341	0.013685449	0.019967144		Fbxo6	25.45553845	21.27712257	17.88583318	22.83313345	18.1043394	29.55339377	22.36314101	26.60977625	19.73994006
CG5001	21.76196597	25.84956548	35.54627196	27.16084891	25.14016916	21.07199256		Fbxo7	17.28627468	14.80996433	15.09549438	18.68519162	13.98680288	16.183695	18.5838395	18.88226723	15.64586663
CG5002	45.08529293	41.10291461	38.71593872	33.80607699	36.46603549	38.62537062		Fbxo8	8.483986589	8.476982843	7.444055496	3.723714853	4.419210924	4.737170033	8.563951255	7.884775785	7.119827858
CG5003	7.110644389	6.32643709	6.908270056	9.974984886	9.166206938	9.486929004		Fbxo9	7.577863207	6.863980621	7.110141834	10.43924152	8.754550996	9.696626818	5.560604305	5.723055156	5.739927028
CG5004	16.96713271	17.93877687	24.54313569	22.11255621	28.80622424	23.38935379		Fbxw10	0.056486455	0.053411345	0.036839622	0.068710712	0.078732274	0.197960624	0.026088818	0.03487808	0.035644774
CG5009	63.73631191	78.87599985	44.28940239	29.78103699	51.24557202	48.55354987		Fbxw11	18.33417539	20.22953346	19.39432548	27.92393794	26.82144149	23.41068993	18.43954748	15.04300071	18.33824738
CG5011	805.0062674	728.4764937	826.8003971	709.2083329	665.0156622	591.6989372		Fbxw17	2.113206735	2.104027263	1.355383967	1.043288511	0.760743283	1.203845118	2.359217549	2.184059453	2.854664778
CG5013	3.882698329	3.052735763	4.048261836	4.744779964	4.422101802	4.645346801		Fbxw2	25.49667121	24.37301512	22.9890765	25.54264528	27.40502265	30.08328409	29.83634252	29.53382759	25.62092983
CG5021	54.36146226	49.77314922	45.24174323	52.64890246	75.71917226	73.75236547		Fbxw4	5.015830185	4.274652051	4.095434504	5.243276299	3.332166119	4.553344771	4.203995141	4.315787717	3.913277015
CG5022	0.994597028	1.094314333	1.794538649	1.296888945	1.223843879	1.484651914		Fbxw5	18.97675599	15.52463922	15.96676761	23.3198739	16.03492468	23.30678667	15.60477556	17.64604265	14.8971582
CG5023	17.54353785	16.94094238	19.72152588	22.47344099	22.64964299	17.29210339		Fbxw7	3.560379431	4.309895615	2.744952284	8.438557453	6.837627021	4.773706993	5.275889988	5.307319083	5.996484097
CG5024	0.045538398	0	0	0.086486903	0.29528368	0.205152616		Fbxw8	12.25288637	12.30221449	12.14833053	14.28982672	12.0287115	11.31919528	17.09573547	18.1491358	18.79611881
CG5026	8.559024147	6.880594928	7.078012973	11.21203712	9.331167585	10.36144297		Fbxw9	4.412702515	4.112869224	3.484313058	5.340271335	3.245507289	4.338126122	3.348224247	3.619910324	4.057498108
CG5027	4.889385859	4.770909133	5.041060651	5.937962263	5.653751359	6.353340737		Fcamr	0	0	0	0	0	0	0	0	0
CG5028	111.6526381	113.5072892	102.6079147	100.6545939	98.54933039	99.93073726		Fcer1g	0.715998684	0.423137427	0.175111369	0.699869141	0.982383999	1.625320098	0.620045533	0.2901281	1.016591061
CG5033	12.32978383	11.82602302	17.02377277	25.63920421	18.83788396	22.11861825		Fcer2	0.180609863	0.213471881	0.044171646	0.015692551	0	0.014385444	0.264151998	0.209098534	0.128216976
CG5037	45.3034406	47.53723876	44.53050985	42.00222079	44.80889037	42.7319111		Fcf1	99.44110341	81.80560075	79.78896923	103.6361017	96.34089101	97.55695993	79.59764305	96.49080705	73.48991075
CG5038	0.893914365	0.54965061	0.537626071	0.87063056	0.679430356	0.805425222		Fcgbp	0.199595178	0.237659073	0.133788911	1.49142217	0.676182736	0.90793023	0.457510606	0.424499793	0.346365226
CG5039	3.919215647	3.939913015	3.885379384	3.026440181	6.901882005	5.9759616		Fcgbpl1	0.773982658	0.695795636	0.660192474	0.727477601	0.557998423	1.217151746	0.73607414	0.946388596	0.736220935
CG5043	0	0	0	0	0.032633334	0		Fcgr1a	0	0	0	0	0	0.021150091	0	0	0.02094556
CG5044	40.97278538	40.89883042	36.8976811	42.96803513	40.1619512	39.73644655		Fcgr2a	0.021329104	0.033613254	0.041731569	0.11860546	0.029729054	0.040772343	0.032836846	0.019754777	0.060567084
CG5045	38.8723514	35.2739167	36.23342785	38.3398283	42.64865661	41.86300634		Fcgr2b	0.017514798	0.033122592	0.017134334	0.100438718	0.04577358	0.066961964	0.032357518	0.097332054	0.091182316
CG5048	0.032122521	0.057059933	0.057958253	0.152518398	0.059511826	0.028942693		Fcgr3a	0	0	0	0	0	0	0.071088696	0	0
CG5050	0.094265176	0.020930661	0.042520362	0	0.043660122	0		Fcgrt	23.3921312	18.42939067	12.45339785	19.21541214	12.29249348	21.36125137	29.08162854	30.59152752	24.57550727
CG5056	11.91763454	10.12456911	9.527136006	11.19988171	11.47388014	12.44973963		Fcho1	0.055624502	0.060110077	0.069963691	0.041425852	0.107989416	0.015190118	0.029360819	0.058878616	0.052651281
CG5059	65.86273919	43.30643418	38.13031688	40.37588423	77.88658776	72.70707243		Fcho2	7.29398244	8.716433599	8.72519924	12.40108494	11.72472884	9.388787261	8.661813902	6.823500169	9.708539142
CG5065	48.21084589	39.20400739	37.87846671	39.78019679	49.63555013	44.34762402		Fchsd1	10.91384807	11.99610782	10.19248911	11.06709993	7.606001179	10.36533963	10.97461632	12.15553085	10.92982737
CG5068	7.77089926	6.67820802	6.73792174	7.857417209	9.950248362	8.211441946		Fchsd2	4.006133093	4.138990925	3.377350915	5.405457746	3.553546622	5.912468328	3.390350431	2.875587507	3.468563491
CG5070	4.603070471	0.878470622	1.510047447	1.011493023	1.797198671	1.268216172		Fcmr	0.821711847	0.867324331	0.990807015	1.833041359	1.038781437	0.803649792	0.741379316	0.867254746	0.850142551
CG5071	0.0271236	0	0.008156461	0.042927806	0.01675019	0.008146206		Fcna	0	0.045201824	0	0.049842532	0	0	0	0	0
CG5080	15.55996761	16.07925814	19.55618192	18.62988047	15.58641341	14.04099938		Fcrl5	0.108528629	0.064137723	0.013271391	0.014144502	0.028363124	0.103730718	0.025062501	0.138212247	0.038522848
CG5084	0.654951574	0.488629989	1.134451889	3.283868211	4.441032289	3.446286247		Fcrla	4.779433872	2.861529166	4.22642757	4.830891608	36.80660846	7.999234251	5.802932952	6.18572296	3.891795433
CG5087	6.193222088	6.128019899	5.466792812	7.453877608	7.198441914	7.532143196		Fcrlb	0.056292887	0.129268767	0.07867153	0.083847251	0.151320488	0.107608502	0.170853312	0.178758309	0.243583724
CG5096	349.35932	350.4992056	360.506658	383.5917071	441.6469723	433.1469667		Fcsk	6.245843322	6.04874995	5.690205442	7.337989541	6.149974971	6.171988161	6.043076711	6.428833297	6.793354627
CG5098	3.034110638	2.472736714	2.655189851	4.397343291	3.00005123	3.767881882		Fdft1	89.32998702	81.73545704	74.66814742	34.95935347	57.52461838	68.46867732	90.4151744	95.7782356	87.24431254
CG5104	27.89704232	29.25021246	25.55760101	29.44291126	32.00148273	29.24793332		Fdps	597.4763619	530.1320373	447.2920263	163.6991901	308.2665487	412.1661749	350.1389157	388.7786651	327.2126483
CG5107	3534.547328	3175.069081	3415.068759	2438.458237	2879.674338	2975.09733		Fdx1	9.463190796	6.634461206	7.67362288	8.028399315	7.71090678	8.838489264	9.90462858	8.598071772	9.09360137
CG5110	18.69010781	16.44891515	15.44329046	10.56824877	20.81509806	19.97831896		Fdx2	26.83549836	25.22683875	29.11856775	35.43280421	32.42225179	29.56930909	29.55132185	36.86605138	24.62464398
CG5111	0.447888879	0.452665986	0.529458033	0.439983249	0.300438258	0.584454735		Fdxacb1	2.024036969	1.994553342	2.135135759	2.517148785	2.90612937	2.750333908	2.241318167	2.360239917	2.2620866
CG5112	27.2048358	28.69269674	21.31989341	24.17028336	28.33469292	26.89490491		Fdxr	15.52677373	15.30750101	10.75362476	12.47696476	8.056844903	13.47929273	15.88854462	15.91944935	13.38441289
CG5114	13.06769861	13.824785	19.70410579	27.09231079	21.39878647	24.05045149		Fech	11.02023201	11.17647074	11.4772166	11.09610834	10.15138323	10.07106623	8.166411585	8.106848408	8.584513776
CG5116	0.193311653	0.300460734	0.457786526	0.286827421	0.223836913	0.272149393		Fem1a	14.08265922	16.59339078	18.47579664	23.30516672	17.58886409	18.72934028	19.05885677	18.5031454	20.47279051
CG5122	0.015456007	0	0	0	0	0		Fem1b	25.72039681	40.0933392	36.01417341	22.79020898	32.24186881	28.54965139	33.37313076	26.84091101	42.97426053
CG5126	15.65952676	17.0593798	13.38978185	15.39954569	20.88975779	20.67032597		Fem1c	7.392400905	9.097042239	9.712047389	9.984627471	12.40537969	9.433543618	9.100563932	7.629480839	9.392838724
CG5131	9.251530617	10.93835125	9.063876614	9.512736475	9.907275194	11.57443342		Fen1	30.21380613	28.31645557	33.52382232	27.59118665	30.21410129	26.27918035	17.97438941	18.76447381	16.80999835
CG5139	0	0	0.034832765	0.073330542	0	0.034788972		Fer	0.992482827	1.089362723	1.013769269	0.790998816	0.845063253	0.828700315	1.376192061	1.214863979	1.467117478
CG5142	0.132396672	0.195982574	0.199068013	0.251448859	0.258911785	0.463908053		Fer1l4	6.292008691	5.996172376	9.817608282	13.3780365	7.34673762	8.732823482	2.782850034	2.817734765	2.014837193
CG5144	0.794620252	1.668137838	1.650953896	1.25762449	1.405238042	1.149875627		Fer1l5	0.011217691	0.013258753	0.010974015	0.049707936	0.017589944	0.010721771	0.007771499	0.015584549	0.021236173
CG5147	10.74989326	9.191379649	11.90531579	18.28324176	14.11941209	17.14884536		Fer1l6	0.109401589	0.1995026	0.198760946	0.973636496	0.563656384	0.567639038	0.104665531	0.12303935	0.125744014
CG5149	21.99279077	21.04014399	21.87182001	24.06049249	25.87366017	27.26865225		Fermt1	0.39383829	0.299046739	0.210154461	0.516399053	0.318136809	0.011406885	1.09138825	0.950609084	0.841594857
CG5150	252.4701062	246.5171136	156.6547787	186.2038662	150.6518633	231.0675032		Fermt2	45.61061402	47.02764106	55.53348506	60.947943	62.46434009	51.86107284	51.11440883	46.34412268	52.08316365
CG5151	3.541902078	4.542693364	4.555243394	5.663865285	3.447462008	3.776540295		Fermt3	0.064790308	0.040842092	0.031691453	0.045035203	0.033864899	0.134173025	0	0.050006713	0.010221193
CG5157	7.358063572	8.450277128	4.592473805	2.512031667	2.965252585	4.706875527		Fes	0.054030669	0.030653551	0.07399979	0.022533761	0.0112964	0.030985225	0	0.030025559	0.020457056
CG5160	8.760874662	6.31294047	5.815832206	5.05789364	6.431089404	5.77542335		Fetub	9.775212339	7.586782625	3.795667602	4.398860651	1.75234088	3.54640341	100.1427953	117.0176597	85.09285196
CG5162	20.26027969	17.18706239	22.30496699	18.60624967	18.13142508	22.16772377		Fez1	0.040388951	0.089110435	0.039511606	0.056148047	0.12666411	0.141545828	0.062180099	0.049877058	0.02548673
